name,category,city
Русская охота,restaurant,Москва
White Fox,cafe,Москва
Playground.ru,cafe,Москва
Nathan`s Famous,fast_food,Москва
Loona,restaurant,Москва
Константин Рокоссовский,artwork,Москва
Йоркшир,pub,Москва
Скалка,cafe,Москва
Фортепиано,restaurant,Москва
Via Романо,restaurant,Москва
Камин,cafe,Москва
Joument ,artwork,Москва
Ароматная река,restaurant,Москва
Донер,fast_food,Москва
Пивная на 11-ой,pub,Москва
Белла Паста,restaurant,Москва
Аль-Барака,restaurant,Москва
Полковник и Байрон,bar,Москва
Столовая #15,fast_food,Москва
ЛаКарот,fast_food,Москва
РОС,cafe,Москва
Yura,restaurant,Москва
Waурма,fast_food,Москва
Лит.Ра,fast_food,Москва
СушиWOK,fast_food,Москва
"Буфет-бар ""Бутербург""",cafe,Москва
Виталита,cafe,Москва
Импреза,cafe,Москва
Адажио,cafe,Москва
Пицца-Пи,restaurant,Москва
Лимончино,restaurant,Москва
У Эдуарда,cafe,Москва
Галактика,bar,Москва
SEEDS,cafe,Москва
Бистро,fast_food,Москва
Театральная галерея на Малой Ордынке,museum,Москва
Coffee Like,cafe,Москва
У камина,cafe,Москва
Хинкальная Кинто,cafe,Москва
Марани,cafe,Москва
Верона,cafe,Москва
Тирольские пироги,cafe,Москва
Лермонтов,artwork,Москва
Ломоносов,artwork,Москва
Олени,artwork,Москва
Сон,artwork,Москва
Лев суздальский,artwork,Москва
Свердлов,artwork,Москва
Сталин,artwork,Москва
Аматерасу,artwork,Москва
Лев,artwork,Москва
Броненосец,artwork,Москва
Юность,artwork,Москва
Ленин,artwork,Москва
Небо,artwork,Москва
Созерцания,artwork,Москва
Эрьзя,artwork,Москва
Подводный мир,artwork,Москва
Пробуждение,artwork,Москва
Мистерия,artwork,Москва
Арлекин,artwork,Москва
Торжество труда: наука и искусство,artwork,Москва
Адамово яблоко,artwork,Москва
Добрый пастырь,artwork,Москва
Вечером,artwork,Москва
Большой мяч,artwork,Москва
Вита,artwork,Москва
Танец рыб,artwork,Москва
Наутилус,artwork,Москва
Улитка,artwork,Москва
Яблоко,artwork,Москва
Хидееси,artwork,Москва
Самурай,artwork,Москва
Торжество труда (Мир земле),artwork,Москва
Аргумент,artwork,Москва
Буратино,artwork,Москва
Жертвоприношение,artwork,Москва
Изгнание,artwork,Москва
Любовь,artwork,Москва
Мюнхгаузен,artwork,Москва
Рождение звука,artwork,Москва
Львята,artwork,Москва
Философский камень,artwork,Москва
Кормящая неродившихся,artwork,Москва
Вечер,artwork,Москва
Мать и Дитя,artwork,Москва
Семья,artwork,Москва
Торс,artwork,Москва
Варан,artwork,Москва
Мудрец,artwork,Москва
Мишка с мячом,artwork,Москва
Прайд,artwork,Москва
Слоник,artwork,Москва
Волшебные звуки,artwork,Москва
Колыбельная гения,artwork,Москва
Менуэт,artwork,Москва
Моцарт и Сальери,artwork,Москва
Моцарт,artwork,Москва
Музыка,artwork,Москва
Посвящение Моцарту,artwork,Москва
Пушкин,artwork,Москва
Репетиция оркестра,artwork,Москва
Рояль,artwork,Москва
Трон,artwork,Москва
Обнаженная,artwork,Москва
Перекуём мечи на орала,artwork,Москва
Оберег,artwork,Москва
Ева,artwork,Москва
Поцелуй,artwork,Москва
Реквием,artwork,Москва
Беженцы,artwork,Москва
Морские монтажники,artwork,Москва
Оплакивание,artwork,Москва
Солнышко,artwork,Москва
Стрелец,artwork,Москва
Строительница,artwork,Москва
Слава труду,artwork,Москва
Косыгин,artwork,Москва
Брежнев,artwork,Москва
Маркс,artwork,Москва
Отцы и дети,artwork,Москва
Сергей Есенин,artwork,Москва
Смерть отца,artwork,Москва
Разоблачение,artwork,Москва
Дуэль,artwork,Москва
"Фонтан любви, фонтан живой",fountain,Москва
Рождение нового века,artwork,Москва
Являться муза стала мне,artwork,Москва
Часовой,artwork,Москва
Ангел,artwork,Москва
Ночная дама,artwork,Москва
Созвездие,artwork,Москва
"Но время, время, Александр Сергеевич...",artwork,Москва
Корабль-призрак,artwork,Москва
Сизиф,artwork,Москва
Воин-призрак,artwork,Москва
Первые ласточки,artwork,Москва
Покой,artwork,Москва
Врата,artwork,Москва
Русское Поле,artwork,Москва
Prime Time,restaurant,Москва
Хижина,restaurant,Москва
Тесто,cafe,Москва
Сварня,pub,Москва
Рич Бро,cafe,Москва
"Алло, пицца",cafe,Москва
Стейкхаус,restaurant,Москва
Кафе-столовая «Пора обедать»,cafe,Москва
Cutfish,restaurant,Москва
Пивотека 465,bar,Москва
Хот-доги и кофе,fast_food,Москва
Шашлычная,restaurant,Москва
Antika Italia,restaurant,Москва
Муфлон,restaurant,Москва
Presnja,cafe,Москва
Брюс,bar,Москва
Gloster,bar,Москва
Resto7,cafe,Москва
Пончик №1,fast_food,Москва
Оттепель,restaurant,Москва
Свадьба соек,restaurant,Москва
Руспыш,fast_food,Москва
Ветерок,restaurant,Москва
Камень Harley-Davidson,artwork,Москва
Кусок троллейбуса ТролЗа-5275.05 7458,artwork,Москва
Smart Food,cafe,Москва
Royal Kings,nightclub,Москва
Coffeeport,cafe,Москва
Разгром,artwork,Москва
Молодая гвардия,artwork,Москва
Кадриль,nightclub,Москва
Мойдодыр,artwork,Москва
А. С. Пушкину,artwork,Москва
Георгий Победоносец,artwork,Москва
Well's Home Cafe,cafe,Москва
Stoleshnikov,cafe,Москва
Дорчестер,restaurant,Москва
Шаурмания,fast_food,Москва
Садовое кольцо,museum,Москва
Райский пирожок,cafe,Москва
Бигус,bar,Москва
Gianfranco,restaurant,Москва
One Chef Studio,restaurant,Москва
Хвоя,cafe,Москва
Paul,cafe,Москва
Dhaba,restaurant,Москва
Gustatore,cafe,Москва
Выпечка из тандыра,cafe,Москва
Буфет Паштет,cafe,Москва
Пионеры-герои,artwork,Москва
Ача-чача,restaurant,Москва
Шеф Хауз,restaurant,Москва
Vapiano,restaurant,Москва
Отличный,bar,Москва
Корпоративное кафе,cafe,Москва
Ракета,fast_food,Москва
Де Марко,cafe,Москва
Женщины с веслами,artwork,Москва
Готика,restaurant,Москва
Балкан,restaurant,Москва
Мясная карта,restaurant,Москва
Грот графа Орлова,attraction,Москва
Ирина,cafe,Москва
100 хинкали,restaurant,Москва
Wooden Door,cafe,Москва
Палаты Кожевенной слободы,attraction,Москва
Штурвал мечты,artwork,Москва
Дядя Коля,restaurant,Москва
Каскад,cafe,Москва
Пиво? Пиво!,bar,Москва
Гранат,cafe,Москва
Jazzve,cafe,Москва
Шаурмист,fast_food,Москва
Бронзовый лев,bar,Москва
Гончаровъ,cafe,Москва
Армянская лавочка,fast_food,Москва
Дагестанская лавка,fast_food,Москва
RibsBurger,cafe,Москва
WunderБар,fast_food,Москва
Му-му,cafe,Москва
Нора,pub,Москва
44,bar,Москва
Облепиха,fast_food,Москва
2:2,pub,Москва
Леона,cafe,Москва
Кофе Хаус,cafe,Москва
столовая-пельменная,cafe,Москва
Авеню,restaurant,Москва
Дионис № 1,restaurant,Москва
Марков Двор,cafe,Москва
Люмьер-холл,cinema,Москва
Кушон,cafe,Москва
Памятник доценту из к/ф Джентльмены удачи,artwork,Москва
Кот с сарделькой,artwork,Москва
Mori cinema Кунцево,cinema,Москва
Пион,cafe,Москва
Орехово пицца,fast_food,Москва
Пив&Ко,restaurant,Москва
Impress,cafe,Москва
Мария Санта,restaurant,Москва
Buta House,fast_food,Москва
Club Le Chateau,restaurant,Москва
Широкую на Широкую,bar,Москва
Buzz Lounge,bar,Москва
Минутка,cafe,Москва
Farsh,fast_food,Москва
TGI Friday's,restaurant,Москва
Музей оптических иллюзий,museum,Москва
Пончики,cafe,Москва
"Чайхана ""В гости""",cafe,Москва
Курочка с нами,cafe,Москва
Антикафе,cafe,Москва
Самарканд,cafe,Москва
Между делом,fast_food,Москва
Guests in thе city,restaurant,Москва
Баловень,restaurant,Москва
Очаг Хауз,restaurant,Москва
Гранатовый сад,restaurant,Москва
Пушкинский дуб,attraction,Москва
hunters private club,stripclub,Москва
Be good,fast_food,Москва
Wild Bean Cafe,cafe,Москва
I Like Wine 2.0,bar,Москва
Музей русского лубка и наивного искусства,museum,Москва
Mezzo forte,nightclub,Москва
Чайных Дел Мастерская,cafe,Москва
Чайна клуб,cafe,Москва
Моя столовая,cafe,Москва
Моряк и чайка,bar,Москва
Сазан,cafe,Москва
Jam Club Мьюзик,restaurant,Москва
Голова,bar,Москва
Новый Арт Театр,theatre,Москва
Твин Пигз,restaurant,Москва
Брецель,restaurant,Москва
Сакура,cafe,Москва
Высшая школа сценических искусств,theatre,Москва
Village House,fast_food,Москва
Menza,cafe,Москва
Уют,cafe,Москва
Сушимаркет,fast_food,Москва
Белый слон,bar,Москва
Shaurma,fast_food,Москва
Zoo Парк Экспресс,cafe,Москва
Мир пиццы,restaurant,Москва
Посторонним В.,bar,Москва
Шашлычок-24,cafe,Москва
Paella Catalana,cafe,Москва
Артефакт,art,Москва
Штольня,bar,Москва
Tacobar,restaurant,Москва
Jeffrey's Coffee,cafe,Москва
Саламури,restaurant,Москва
,fountain,Москва
Loft,cafe,Москва
Танцы,bar,Москва
Свои люди,cafe,Москва
Восточная сказка,cafe,Москва
Ferragosto,restaurant,Москва
Shaikh Shisha Bar,bar,Москва
Сытый кролик,restaurant,Москва
Meat me,cafe,Москва
Аллея звёзд отечественного кинематографа,attraction,Москва
Чонг Донг,restaurant,Москва
Культурный центр «Интеграция» имени Н.А.Островского,arts_centre,Москва
Натахтари,cafe,Москва
Мегрелия,cafe,Москва
Эхо,nightclub,Москва
Вечный зов,bar,Москва
Beermood,bar,Москва
Мзиани,restaurant,Москва
БарKas,restaurant,Москва
Archie,restaurant,Москва
Тапки,bar,Москва
Флорентини,restaurant,Москва
Zажигалка,stripclub,Москва
Московский государственный музей С. А. Есенина,museum,Москва
Московский государственный музей С.А. Есенина (филиал),museum,Москва
Заравшон,cafe,Москва
Московский литературный музей-центр К. Г. Паустовского,museum,Москва
Музей мёда,museum,Москва
Музей истории шоколада и какао «Мишка»,museum,Москва
Старина Мюллер,restaurant,Москва
Сказка,bar,Москва
Синема Стар Марьина Роща,cinema,Москва
Лепёшка,restaurant,Москва
Меркурий,artwork,Москва
Жибек Жолу,restaurant,Москва
Wine and Crab,restaurant,Москва
Мясо & Рыба,restaurant,Москва
Пончики,fast_food,Москва
Red Spoon,cafe,Москва
Coffee Point,cafe,Москва
Rimini,cafe,Москва
Росс,restaurant,Москва
Белла чао!,cafe,Москва
cinnabon,cafe,Москва
Хвост Бобра,fast_food,Москва
Юджунг,restaurant,Москва
Beerman's Brewing Company,bar,Москва
Pizza2Dom,cafe,Москва
Victoria & Albert Pub,pub,Москва
Котики и люди,cafe,Москва
Формула кино на Кутузовском,cinema,Москва
Донер хаус,fast_food,Москва
#Щасспою,nightclub,Москва
Алло-пицца Переделкино,cafe,Москва
Мир,restaurant,Москва
Амадеус,cafe,Москва
FOB's,cafe,Москва
Пушкарёв,cafe,Москва
Соло,nightclub,Москва
Французская пекарня,cafe,Москва
Beer&Savor,pub,Москва
Сэр Хинкаль,cafe,Москва
Венская сказка,cafe,Москва
Чайхана Инжир,restaurant,Москва
Калужская застава,restaurant,Москва
Эспрессиум,cafe,Москва
Обедов,fast_food,Москва
Городская ферма,attraction,Москва
СушиВесла,fast_food,Москва
Калимера,fast_food,Москва
Ипподром,restaurant,Москва
Штаб,bar,Москва
Black and White,cafe,Москва
Уют востока,cafe,Москва
Стардог!с,fast_food,Москва
Донер кебаб,fast_food,Москва
Шаурма,fast_food,Москва
Беотурс Москва,restaurant,Москва
Кеци,restaurant,Москва
Кофеловерс,cafe,Москва
Speaker,pub,Москва
Хинкалъ Паласъ,cafe,Москва
Куры-гриль,fast_food,Москва
Мануфактура,restaurant,Москва
Новоданиловский,restaurant,Москва
Кофе с собой,fast_food,Москва
Своя компания,restaurant,Москва
Лесной уют,cafe,Москва
Горки,attraction,Москва
Хаски,zoo,Москва
Паровоз,attraction,Москва
"Кукуруза, хот-дог",fast_food,Москва
Парк Кафе,cafe,Москва
Чайхана Долина,restaurant,Москва
Aura Bar,bar,Москва
"Голова ""Родины-Матери""",artwork,Москва
Монастырская трапезная,cafe,Москва
Мафия хаус,cafe,Москва
Выпечка,cafe,Москва
Americano,restaurant,Москва
Lui,restaurant,Москва
Барбарис,cafe,Москва
Авиатор,cafe,Москва
Котлета,restaurant,Москва
Мир тайн,museum,Москва
Here'n'now,cafe,Москва
Домино'с пицца,cafe,Москва
Bee's Knees,cafe,Москва
КофеМаус,cafe,Москва
Beef&Fish,restaurant,Москва
Делофф,fast_food,Москва
Светское кафе,cafe,Москва
Амбассадория,restaurant,Москва
Гастролеры,cafe,Москва
Leon,cafe,Москва
Учёный кот,artwork,Москва
Франклинс Бургер,fast_food,Москва
Saltenas,fast_food,Москва
Чао пицца,fast_food,Москва
FROM,fast_food,Москва
Пит-Стоп,fast_food,Москва
Good Food,fast_food,Москва
Кивин,cafe,Москва
РОСИЗО,museum,Москва
Московский театр Олега Табакова. Новая сцена «На Сухаревке»,theatre,Москва
Roaster coffee,cafe,Москва
Наши художники,gallery,Москва
Royal,restaurant,Москва
Узкоколейный вагон ПВ-40,attraction,Москва
Панда пицца,cafe,Москва
Urban kitchen,cafe,Москва
Биг-Донер,fast_food,Москва
Шашлык на углях,fast_food,Москва
Панчетта,restaurant,Москва
Биродром,restaurant,Москва
Восточный дворик,restaurant,Москва
Бутырка,restaurant,Москва
Грот,restaurant,Москва
Югос,restaurant,Москва
Дерево новобрачных,artwork,Москва
Бакинский Бульвар,restaurant,Москва
Goodson Bar,bar,Москва
Восточный бульвар,restaurant,Москва
Diamond,nightclub,Москва
Jeffreys coffeeshop,cafe,Москва
Пенный погребок,bar,Москва
Mama Tuta,restaurant,Москва
IL MIO,cafe,Москва
Roll Wok,restaurant,Москва
Чайхона,cafe,Москва
311,cafe,Москва
Пончики Шаурма,fast_food,Москва
Хазри,cafe,Москва
ПроКофе,cafe,Москва
"Театр кукол ""Альбатрос""",theatre,Москва
Абрикос,cafe,Москва
Los Bandidos,bar,Москва
Шау room,fast_food,Москва
Торгово-развлекательный центр «Нора»,mall,Москва
Мастер и Маргарита,artwork,Москва
Big Black Cup,cafe,Москва
Black Star Burger,cafe,Москва
Grut,restaurant,Москва
Lambic Seafood,restaurant,Москва
Аджария,cafe,Москва
Нам,cafe,Москва
Прогресс,bar,Москва
KillFish,bar,Москва
Crab pub,pub,Москва
Dead Rabbit,pub,Москва
Drunk Punk,bar,Москва
Grace Bar,restaurant,Москва
O'Donoghue's,pub,Москва
Schwarzkaiser,pub,Москва
Чайхона,restaurant,Москва
Кофеваров,cafe,Москва
Казбек,restaurant,Москва
Олимпик,restaurant,Москва
Булошная Колобок,cafe,Москва
Школьный музей 2-й Дивизии Народного Ополчения,museum,Москва
Дуровъ,restaurant,Москва
Синема Стар Румянцево,cinema,Москва
БарДАк,bar,Москва
Чудо тандыр,fast_food,Москва
Ovo,restaurant,Москва
NiJi,restaurant,Москва
Coffee moon,cafe,Москва
Суши сет,fast_food,Москва
Горячая выпечка,fast_food,Москва
Басманный парк,fast_food,Москва
Piggy,pub,Москва
BB&Burgers,fast_food,Москва
Lights,cafe,Москва
Кофе на ходу,fast_food,Москва
Экспресс-кафе,cafe,Москва
Мукузани,restaurant,Москва
Привет Буфет,cafe,Москва
Кафетерии,cafe,Москва
Лошади,artwork,Москва
Добродар,cafe,Москва
Амстел Боулинг,bar,Москва
Шаверма24,fast_food,Москва
Mammina,restaurant,Москва
Ем-Поем,fast_food,Москва
JD Burger,fast_food,Москва
Best Kebab,fast_food,Москва
Yam Kee,fast_food,Москва
Saj & Falafel,fast_food,Москва
Грабли,restaurant,Москва
Глебу Жеглову и Владимиру Шарапову,artwork,Москва
Demi Coffee Shop,cafe,Москва
Джери Вингс,fast_food,Москва
Елки-Палки,restaurant,Москва
Синнабон,cafe,Москва
CoffeeShopeCompany,cafe,Москва
Мемориальная квартира Святослава Рихтера,museum,Москва
Ходынка,gallery,Москва
The Waiters,restaurant,Москва
Corner,restaurant,Москва
Пиццерия Roma,restaurant,Москва
Мак кафе,cafe,Москва
Food Court,fast_food,Москва
85-мм пушка Д-44,attraction,Москва
Гранд Урюк. Березка,restaurant,Москва
PrimestarCoffee,cafe,Москва
Рики Су,cafe,Москва
Открытая кухня,restaurant,Москва
Bread&Meat,restaurant,Москва
Pizza Hut,restaurant,Москва
BB&Burger,restaurant,Москва
ABC Kitchen,restaurant,Москва
Smoothie&Coffee,cafe,Москва
Узбечка,cafe,Москва
1812,restaurant,Москва
Дом хинкали,cafe,Москва
Учебный театр Щукинского института,theatre,Москва
"Второй ""круглый"" дом",attraction,Москва
Домино'с,fast_food,Москва
Оранжерея,fast_food,Москва
Шпинат,cafe,Москва
Фу Сян,restaurant,Москва
Столовая Моспроект-3,fast_food,Москва
Food Dep,fast_food,Москва
I like grill,restaurant,Москва
Пирожковая Джем,cafe,Москва
Музей истории усадьбы Кузьминки,museum,Москва
Аэропоток,attraction,Москва
Облепиха,artwork,Москва
Healthy Food,fast_food,Москва
Старая Мансарда,restaurant,Москва
Поэтическая Экономика,artwork,Москва
Buba by Sumosan,restaurant,Москва
Selective Mirror,artwork,Москва
Манеров,cafe,Москва
Сицилия,cafe,Москва
Биртайм,bar,Москва
Культ туризм,pub,Москва
IWant,cafe,Москва
Gazgolder,nightclub,Москва
Лиза,cafe,Москва
The Cross Keys,pub,Москва
БентоWok,fast_food,Москва
Сэлэнгэ,restaurant,Москва
Сокольническая застава,cafe,Москва
Жаворонок,cafe,Москва
Чайхана София,cafe,Москва
"Детский досуговый центр ""Аист""",arts_centre,Москва
Monkey's,cafe,Москва
Еврокафе,fast_food,Москва
Вкуснота,cafe,Москва
Buffalo's,restaurant,Москва
Старая Арба,cafe,Москва
Старинные обычаи,cafe,Москва
Il Rosso,restaurant,Москва
Line coffeshop,cafe,Москва
Coffee Life,cafe,Москва
СушиСет,fast_food,Москва
Советские времена,cafe,Москва
vkusno.cafe,fast_food,Москва
Лампа,cafe,Москва
Ванчо пицца,fast_food,Москва
Вок Тайм,fast_food,Москва
Барбекю,fast_food,Москва
Клубный дом Svoy,restaurant,Москва
Доня,fast_food,Москва
Узбекский дворик,fast_food,Москва
Донер-кебаб,fast_food,Москва
Спица,bar,Москва
Connolly station,pub,Москва
Didi,restaurant,Москва
Foodland,cafe,Москва
Грот Растрелли,attraction,Москва
Плотина Венеры,attraction,Москва
БарKas,bar,Москва
Победа,cinema,Москва
Манави,cafe,Москва
Триумф,gallery,Москва
Oxus,restaurant,Москва
Ruski,restaurant,Москва
Вкусняшка,cafe,Москва
Крымская шаурма,fast_food,Москва
Кампания,bar,Москва
Domino's Pizza,cafe,Москва
La Гранат,cafe,Москва
Усадьба,restaurant,Москва
Cafe de Arts,restaurant,Москва
Smoke time,bar,Москва
М Кафе,cafe,Москва
Центр профориентации Московского метрополитена,museum,Москва
Золотая Роща,restaurant,Москва
Slider's,fast_food,Москва
7D cinema,cinema,Москва
Порт,restaurant,Москва
Вечная дружба,artwork,Москва
Мать и дитя,artwork,Москва
Птицы и пчёлы,restaurant,Москва
Метехи,restaurant,Москва
ПельмешкинЪ,fast_food,Москва
Деревья любви,artwork,Москва
Городское кафе,cafe,Москва
Местный,pub,Москва
Sölna,restaurant,Москва
Paulaner Brauhaus,pub,Москва
Cup n Cup,cafe,Москва
Flava,nightclub,Москва
Figo,restaurant,Москва
Мартышка и очки;Осёл;Волк и ягнёнок,artwork,Москва
Слон и Моська;Ворона в павлиньих перьях;Две собаки,artwork,Москва
Квартет; Дуб и свинья; Петух и кукушка,artwork,Москва
Зеркало и обезъяна; Ворона и лисица; Волк и журавль,artwork,Москва
Биродром,bar,Москва
Караоке,bar,Москва
Пробка,restaurant,Москва
Бодрый день,fast_food,Москва
Cevicheria,restaurant,Москва
Ланч,cafe,Москва
Апельсин,cafe,Москва
Столовая Гурманика,cafe,Москва
Festa & Тесто,cafe,Москва
Миндаль,restaurant,Москва
Путь Барашка,restaurant,Москва
Хот Дог Киоск,fast_food,Москва
Dunkin' Donuts,cafe,Москва
Burger&Pizzetta,restaurant,Москва
Шануар,restaurant,Москва
Magnum,bar,Москва
Порто Миконос,restaurant,Москва
ЛандринЪ,cafe,Москва
Шаверма,fast_food,Москва
Настоишная,bar,Москва
Наршараб,restaurant,Москва
ШашлыкoFF,restaurant,Москва
EVOO,cafe,Москва
"Районный краеведческий музей ""Ивановское""",museum,Москва
Curry,restaurant,Москва
Beer & Beard,pub,Москва
Практика,bar,Москва
BeerLoft,restaurant,Москва
Дудук,restaurant,Москва
Столовая №1,cafe,Москва
Дайте Два,cafe,Москва
Coffee point,fast_food,Москва
Галант,cafe,Москва
Магнолия,cafe,Москва
Подводный обитаемый аппарат «Аргус»,attraction,Москва
Pauwel Kwak,pub,Москва
Хмель и солод,pub,Москва
Выставочный комплекс Российской академии художеств,gallery,Москва
Garden lounge,restaurant,Москва
Выставочный центр «Рабочий и колхозница»,museum,Москва
Героям фильма «Офицеры»,artwork,Москва
Leda,bar,Москва
Brooms,pub,Москва
Hookeh Самса,cafe,Москва
Лето близко,cafe,Москва
Posolite,restaurant,Москва
Ароматный кофе,cafe,Москва
На Витебской,restaurant,Москва
Беллини,restaurant,Москва
Marion,bar,Москва
Black Harp,pub,Москва
Loza,cafe,Москва
Траттория ди Джулия,cafe,Москва
Чебуреки,cafe,Москва
Healthy food,cafe,Москва
Музыкальный театр «Амадей»,theatre,Москва
Мемориальный музей-квартира А. М. Горького,museum,Москва
Стопка,bar,Москва
Автомаркет,cafe,Москва
Руки вверх,bar,Москва
Шаурма №1,fast_food,Москва
Сметана,cafe,Москва
Брюсофф,restaurant,Москва
Киллфиш,bar,Москва
Гренки,cafe,Москва
Fан-Zonа,bar,Москва
Ketch Up,restaurant,Москва
Чан-Чан,fast_food,Москва
Вкус Хлеба,cafe,Москва
Три перца,pub,Москва
Героям фильма «Они сражались за Родину»,artwork,Москва
Бота,fast_food,Москва
Кафе Дель Парко,cafe,Москва
Астория,cafe,Москва
Электростатическая машина Ван де Граафа,artwork,Москва
Парламент,restaurant,Москва
"Шаурма, пирожки",fast_food,Москва
Хинкальный дом Греми,restaurant,Москва
Джаганнат,cafe,Москва
Боец с быком,artwork,Москва
Клёво,restaurant,Москва
Yak house,restaurant,Москва
Матрешка,restaurant,Москва
Хлебный дворик,cafe,Москва
Кипр Здесь,fast_food,Москва
Калач и какао,fast_food,Москва
Bao + Noodles,fast_food,Москва
Plov.com,fast_food,Москва
Baran baran,fast_food,Москва
9 bar coffee,cafe,Москва
Беларусь,artwork,Москва
Coffee Crew,cafe,Москва
Cutlet,restaurant,Москва
Синематограф,bar,Москва
600-летний дуб,attraction,Москва
Mela,restaurant,Москва
ДонерОК,fast_food,Москва
Гермес,cafe,Москва
Newtone,cafe,Москва
Компот,cafe,Москва
,museum,Москва
Православное кафе,cafe,Москва
Дом-музей Зураба Церетели,museum,Москва
Here'n'Now,cafe,Москва
Ладушки оладушки,fast_food,Москва
Ланч-кафе Рябинка,cafe,Москва
The Buffet,cafe,Москва
Уютбуфет,cafe,Москва
Галерея «Нагорная»,gallery,Москва
Mr. Корж,cafe,Москва
Cha Cha,restaurant,Москва
Piazza Italiana,restaurant,Москва
Пицца-фабрика,cafe,Москва
Грамотный Кофе,cafe,Москва
Грузинский сыр,restaurant,Москва
Хочу шаурму,fast_food,Москва
OneBucksCoffee,cafe,Москва
Caffein Lab,cafe,Москва
Киномакс,cinema,Москва
Музей ОСАО «Ингосстрах»,museum,Москва
Пончиковая,fast_food,Москва
Бестужевъ,restaurant,Москва
СушиWok,fast_food,Москва
Пять Пятниц,nightclub,Москва
Акварель,cafe,Москва
Кофе остров,cafe,Москва
Скала,restaurant,Москва
Thai Kitchen,cafe,Москва
Нагасаки,restaurant,Москва
Villa Gusto,restaurant,Москва
Домовой,artwork,Москва
Дом вверх дном,attraction,Москва
Новое пространство Театра наций,arts_centre,Москва
Babylon,stripclub,Москва
Боярские палаты СТД РФ,theatre,Москва
Campus,cafe,Москва
Жигулевское,pub,Москва
Пловно-сытно,cafe,Москва
Кофе быстро бери,cafe,Москва
Grabbeer,bar,Москва
Вишнёвая метель,cafe,Москва
Мэри,cafe,Москва
StereoPeople,bar,Москва
Перец Мята,cafe,Москва
Кожак,restaurant,Москва
Похищение Европы,artwork,Москва
Berlin,bar,Москва
Киномакс-Мозаика,cinema,Москва
United Kitchen,fast_food,Москва
Ребро Адама,fast_food,Москва
Орлиное гнездо,cafe,Москва
Дядюшка Хо,cafe,Москва
Номер 15,bar,Москва
Рамен-Клаб,restaurant,Москва
Sugar,restaurant,Москва
Greka Gyros,fast_food,Москва
Holy Basil Café,cafe,Москва
Три утки,fast_food,Москва
Atlantica Bistro,restaurant,Москва
Serbs,fast_food,Москва
Донар куриный,fast_food,Москва
Свадебное кафе,cafe,Москва
Кафе гриль,cafe,Москва
Ковчег,restaurant,Москва
Ла Специя,cafe,Москва
Financier,cafe,Москва
Hong Kong,restaurant,Москва
Рожица,cafe,Москва
Стара Юга,restaurant,Москва
Wooji,cafe,Москва
"Культурно-деловой центр молодёжи ""Марьино""",arts_centre,Москва
Эрмитаж,restaurant,Москва
Мечта,restaurant,Москва
Сочи,cafe,Москва
Bar Novi,restaurant,Москва
Панчетта,cafe,Москва
Bô,fast_food,Москва
La Basilico,restaurant,Москва
Seven,restaurant,Москва
Майя Плисецкая,artwork,Москва
Едаки,fast_food,Москва
Kebab house,cafe,Москва
Шашлычный дворик,restaurant,Москва
Анталия,cafe,Москва
Дельфин,cafe,Москва
Миксер,cafe,Москва
SomeMeat,restaurant,Москва
Fishop,fast_food,Москва
"С любовью, Грузия",fast_food,Москва
Butler,restaurant,Москва
Вертикалье,cafe,Москва
Tasty Thai,fast_food,Москва
Aurora,stripclub,Москва
Офис,fast_food,Москва
Мираж,cafe,Москва
Маэстро ресто,cafe,Москва
Павлин-Мавлин,restaurant,Москва
Осень,artwork,Москва
Кариатиды,artwork,Москва
Оджалеши,restaurant,Москва
Bodrero,cafe,Москва
The Hummus,fast_food,Москва
Boo,fast_food,Москва
На свежем воздухе,restaurant,Москва
Торнадо,bar,Москва
Пицца фабрика,fast_food,Москва
Пивариус,pub,Москва
Лоза,cafe,Москва
Remy Kitchen Bakery,restaurant,Москва
Ред36,cafe,Москва
Wine time,restaurant,Москва
ДагХауз,restaurant,Москва
Территория мороженого,cafe,Москва
Нуш Донер,fast_food,Москва
Пивзавод 77,pub,Москва
Эль Кафе,cafe,Москва
OMG!Coffee,cafe,Москва
Георгиевское подворье,cafe,Москва
Гнесинский концертный зал на Поварской,theatre,Москва
Кафе здоровой еды,cafe,Москва
Эрмитаж,theatre,Москва
Nagoya,fast_food,Москва
Ленинград,nightclub,Москва
Штопор,bar,Москва
SiO,cafe,Москва
"Биллиардный клуб ""Кутузовский""",bar,Москва
Братья Крафт,pub,Москва
В окошках,cafe,Москва
Carte Blanche,cafe,Москва
Я люблю Москву,artwork,Москва
Союз,cafe,Москва
Udon&Soba,fast_food,Москва
Úность,bar,Москва
МосАрт,arts_centre,Москва
Подозрительные лица,pub,Москва
K-Town,fast_food,Москва
ТВ Бар,bar,Москва
Пельменная,fast_food,Москва
Галерея Гари Татинцяна,museum,Москва
Манджонэ,restaurant,Москва
Ваш Город,cafe,Москва
Клуб чайной культуры,cafe,Москва
Пельмень И,cafe,Москва
"Кофе, пожалуйста!",cafe,Москва
Печкин,cafe,Москва
"Шаурма, тандыр",fast_food,Москва
Паровоз в разрезе,attraction,Москва
Crop.,cafe,Москва
Фаиза,fast_food,Москва
Птицаcиница,pub,Москва
Left Bank,pub,Москва
Соседи,restaurant,Москва
Биродром,pub,Москва
Red. Cafe,cafe,Москва
Шаурманка,fast_food,Москва
Фито кафе,cafe,Москва
