name,category,city
DJA+GO Bar+Kitchen,restaurant,Воронеж
Baggins Coffee,cafe,Воронеж
Поляна предков,artwork,Воронеж
Змея и яблоко,artwork,Воронеж
Выставочный павильон ВГТУ,museum,Воронеж
Кусман,fast_food,Воронеж
San remo,fast_food,Воронеж
Адмиралтейская площадь,attraction,Воронеж
Шашлык в тандыре,fast_food,Воронеж
Шау бургер,fast_food,Воронеж
Аллея славы рок-н-ролла,artwork,Воронеж
Постоялый двор купца Затекина,attraction,Воронеж
Постоялый двор Андрианова,attraction,Воронеж
Постоялый двор Гончарова,attraction,Воронеж
Постоялый двор Расторгуева,attraction,Воронеж
Абстракция,artwork,Воронеж
Цветочные часы,attraction,Воронеж
Выставка крестьянских орудий труда,gallery,Воронеж
Половецкая баба,artwork,Воронеж
Gagawa,cafe,Воронеж
BERSERK BAR,bar,Воронеж
15/86,restaurant,Воронеж
,bbq,Воронеж
Дом художника,museum,Воронеж
Свояк,pub,Воронеж
Кофевар,cafe,Воронеж
Кофе с собой,cafe,Воронеж
Пятый элемент,cafe,Воронеж
Дом в котором жил Юрий Хой (Клинских),attraction,Воронеж
Шеff,restaurant,Воронеж
Шаурма XXL,fast_food,Воронеж
Автосуши Автопицца,fast_food,Воронеж
Pizzeria Cuba,fast_food,Воронеж
Эбби,restaurant,Воронеж
Потроха,restaurant,Воронеж
Romano Pizza,restaurant,Воронеж
Авиатор,pub,Воронеж
Кони,artwork,Воронеж
Пивная миля,pub,Воронеж
Гавриилу Троепольскому и Белому Биму Черное Ухо,artwork,Воронеж
КруаСам,cafe,Воронеж
Чайхана,cafe,Воронеж
"Магазин разливного пива ""Beerway""",pub,Воронеж
Шавеха,fast_food,Воронеж
Кухня,cafe,Воронеж
Винзавод,restaurant,Воронеж
Шашлычная,fast_food,Воронеж
Overlock,bar,Воронеж
1917,bar,Воронеж
Рюмочная Культурно Коротко,pub,Воронеж
8 Spirits&Cocktails,bar,Воронеж
Дёнер-Кебаб,fast_food,Воронеж
Камыши,restaurant,Воронеж
,bar,Воронеж
1982,bar,Воронеж
Ellar pizza,fast_food,Воронеж
Best coffee day,fast_food,Воронеж
Оптимист,cafe,Воронеж
Шаурма в пите,fast_food,Воронеж
Вкусно — и точка,fast_food,Воронеж
Surf Coffee,cafe,Воронеж
FixPriceCoffe,cafe,Воронеж
Jojo,cafe,Воронеж
Дом губернатора 1780 г.,museum,Воронеж
Baza Plaza,cafe,Воронеж
Инсталляция Дерево,attraction,Воронеж
Врачам из красной зоны,artwork,Воронеж
Подгоренский биг-бен,attraction,Воронеж
Журавли,artwork,Воронеж
Сосны Веймутова,attraction,Воронеж
Зверята,artwork,Воронеж
Граффити Кит Флинт,artwork,Воронеж
Мозаика Космос,artwork,Воронеж
Мозаика Вселенная,artwork,Воронеж
Церковь у реки,artwork,Воронеж
Мозаика 100 лет Ленину,artwork,Воронеж
Мельница,attraction,Воронеж
Граффити ЗОЖ,artwork,Воронеж
Мозаика Рыбаки,artwork,Воронеж
Мозаика Море,artwork,Воронеж
Избушка Бабы Яги,attraction,Воронеж
Выставка История пожарной охраны,museum,Воронеж
Адмирал Чабаненко,artwork,Воронеж
Адмирал Колчак,artwork,Воронеж
Трамвай желаний,artwork,Воронеж
Недостроенное бомбоубежище,attraction,Воронеж
Музей рыбака,museum,Воронеж
Герои мультфильмов,artwork,Воронеж
Мозаика Наука,artwork,Воронеж
Врачам красной зоны,artwork,Воронеж
Куба,fast_food,Воронеж
Пекарушка,cafe,Воронеж
Среда,cafe,Воронеж
Пельменная,pub,Воронеж
Лыжник,artwork,Воронеж
Едим вкусно,fast_food,Воронеж
Crown,cafe,Воронеж
Шаурма ПП,fast_food,Воронеж
Пекарня №1,fast_food,Воронеж
Чебурекми,fast_food,Воронеж
"Кофейня ""Фуро""",cafe,Воронеж
Real Cost,bar,Воронеж
Вах! Хинкали,cafe,Воронеж
Крошка Картошка,fast_food,Воронеж
Ярды Superbar,restaurant,Воронеж
ЧебурекМи,fast_food,Воронеж
Pitnica,restaurant,Воронеж
Два рубля,fast_food,Воронеж
Пышка Картошка,cafe,Воронеж
Вrauhaus Альтштадт,restaurant,Воронеж
Перчини,restaurant,Воронеж
Vkusno,fast_food,Воронеж
Wаверма,fast_food,Воронеж
Стардогs,fast_food,Воронеж
Кофейня Совы,cafe,Воронеж
Чаёвница,cafe,Воронеж
Киоск Шаурма,fast_food,Воронеж
Свежая выпечка,fast_food,Воронеж
Папа Джонс,fast_food,Воронеж
щи-борщи,cafe,Воронеж
Тайная Улица руин паб,pub,Воронеж
Шафран (чебуречная),fast_food,Воронеж
Кофе с дудочкой,cafe,Воронеж
Гранат,fast_food,Воронеж
ЛавашOk,fast_food,Воронеж
penka,cafe,Воронеж
Kurama Ramen,restaurant,Воронеж
OMG Street Food,cafe,Воронеж
Sujiko Belucci,restaurant,Воронеж
Granat,fast_food,Воронеж
Чеснок,bar,Воронеж
Кофеин,cafe,Воронеж
Старик Хинкалыч,restaurant,Воронеж
Грелка36,cafe,Воронеж
Welcome coffe,cafe,Воронеж
Хорватец,cafe,Воронеж
One Price Coffee,fast_food,Воронеж
Вкус Мехико,restaurant,Воронеж
Ташир пицца,fast_food,Воронеж
Лайк,fast_food,Воронеж
Мидийное место,cafe,Воронеж
Осетинские пироги,cafe,Воронеж
Блинчик,cafe,Воронеж
Кофейня Хорошо,cafe,Воронеж
Tea Funny,cafe,Воронеж
Ко-Фея,cafe,Воронеж
"Торговый дом ""Снежок""",mall,Воронеж
Geografia,pub,Воронеж
Гоголь,restaurant,Воронеж
Алекс паб,pub,Воронеж
Баркас,fast_food,Воронеж
Суши-Маркет,fast_food,Воронеж
Diesel,bar,Воронеж
Энергия,artwork,Воронеж
Барбарис,cafe,Воронеж
Нори-Дори,cafe,Воронеж
Энсо,restaurant,Воронеж
Temple,cafe,Воронеж
Boulevardier,bar,Воронеж
Full house,fast_food,Воронеж
Сосисочная Культурно Коротко,bar,Воронеж
Liverpool Pub,pub,Воронеж
Пышечная Культурно Коротко,cafe,Воронеж
Бублик,cafe,Воронеж
Много плащадок под палатку,camp_pitch,Воронеж
Аксиома,mall,Воронеж
Каменный мост,attraction,Воронеж
ПАССАЖ Солнечный Рай,mall,Воронеж
Московский Проспект,mall,Воронеж
"Торговый центр ""Северный""",mall,Воронеж
,museum,Воронеж
Собор Благовещения Пресвятой Богородицы,place_of_worship,Воронеж
Дом Севастьянова,attraction,Воронеж
,mall,Воронеж
Ярмарка на Донбасской,mall,Воронеж
Городской Дворец культуры,arts_centre,Воронеж
ТЦ Полёт,mall,Воронеж
Опера,cafe,Воронеж
Дворец творчества детей и мо­лодежи,arts_centre,Воронеж
Армада,mall,Воронеж
Успенский Адмиралтейский храм,place_of_worship,Воронеж
Арена,mall,Воронеж
Май,mall,Воронеж
Рай,cafe,Воронеж
Спутник,mall,Воронеж
Вкусно и точка,fast_food,Воронеж
"Торговый центр ""Стрелецкий""",mall,Воронеж
Русло,cafe,Воронеж
Клуб «Шилово»,arts_centre,Воронеж
Дом Гармошка,attraction,Воронеж
Дом культуры «Придонской»,arts_centre,Воронеж
1000 мелочей,marketplace,Воронеж
Европа,mall,Воронеж
Варварина лавка,cafe,Воронеж
Юго-Запад,mall,Воронеж
Петровский Пассаж,mall,Воронеж
Церковь Введения Пресвятой Богородицы,place_of_worship,Воронеж
Арсенал,museum,Воронеж
Калинка,mall,Воронеж
Вышеград,pub,Воронеж
Воронежский зоопарк,zoo,Воронеж
"Торговый центр ""Калита""",mall,Воронеж
Культурно-досуговый центр «Левобережье»,arts_centre,Воронеж
"ТЦ ""Москва""",mall,Воронеж
Ваш выбор,mall,Воронеж
Центр Галереи Чижова,mall,Воронеж
Burger Hause,pub,Воронеж
Дом культуры «Боровое»,arts_centre,Воронеж
Бермуды - кафе-бар,bar,Воронеж
Начердаке,restaurant,Воронеж
"Торговый дом ""Уютный""",mall,Воронеж
Центр домашнего мира,mall,Воронеж
,theatre,Воронеж
"Торговый центр ""Гильдия""",mall,Воронеж
Botanica,cafe,Воронеж
Клуб «Первомайский»,arts_centre,Воронеж
Клуб «Подклетное»,arts_centre,Воронеж
Алексиевский Акатов женский монастырь,place_of_worship,Воронеж
Дом культуры «Подгорное»,arts_centre,Воронеж
Атмосфера,mall,Воронеж
Поляна,restaurant,Воронеж
Юг,cafe,Воронеж
Дом культуры «Малышево»,arts_centre,Воронеж
Культурный центр «Октябрь»,arts_centre,Воронеж
Грин,cafe,Воронеж
Зал памяти,museum,Воронеж
Мангал-House,restaurant,Воронеж
ТЦ на Техникуме,mall,Воронеж
Столовая ВГУ,cafe,Воронеж
Цирк им. А. Л. Дурова,theatre,Воронеж
"ТЦ ""Южный полюс""",mall,Воронеж
"ТЦ ""Айсберг""",mall,Воронеж
Остужевский Дом Мебели,mall,Воронеж
Тенистый,mall,Воронеж
Дом культуры «Репное»,arts_centre,Воронеж
Гото Предестинация,museum,Воронеж
Свежее домашнее мясо,restaurant,Воронеж
Ной,cafe,Воронеж
ТЦ Левый Берег,mall,Воронеж
Компас,mall,Воронеж
Пассаж,mall,Воронеж
Импульс,mall,Воронеж
"Зоопитомник ""Червлёный Яр""",zoo,Воронеж
Жемчужина,mall,Воронеж
"ТЦ ""Дон""",mall,Воронеж
"Стена ""Воронеж - колыбель российского флота""",attraction,Воронеж
Academy,cafe,Воронеж
Кураж,cafe,Воронеж
Русский Аппетит #18,fast_food,Воронеж
Василий Черных,attraction,Воронеж
Вадим Глухов,attraction,Воронеж
Молодёжный,mall,Воронеж
Мемориальный дом-музей И.С. Никитина,museum,Воронеж
Добро и зло,artwork,Воронеж
Макдоналдс,cafe,Воронеж
"ТЦ ""Пять Столиц""",mall,Воронеж
Боровое,mall,Воронеж
"ТЦ ""Лазурный""",mall,Воронеж
Шашлычная,cafe,Воронеж
Дом мещанина С. Л. Немчинова,attraction,Воронеж
"""Слава человеку труда!""",artwork,Воронеж
Киномакс,cinema,Пермь
Вкусно и точка,fast_food,Пермь
Блинная Сковородка,fast_food,Пермь
Студклуб ПГНИУ,theatre,Пермь
Клёвое место,bar,Пермь
Кофе You,cafe,Пермь
Дока Пицца,fast_food,Пермь
Длинный нос,bar,Пермь
Адам & Ева,nightclub,Пермь
Кванториум,museum,Пермь
МОККО,bar,Пермь
Детское,cafe,Пермь
,bar,Пермь
,fast_food,Пермь
Колизей Cinema,cinema,Пермь
,cafe,Пермь
Monkey Grinder,cafe,Пермь
Пермский краевой музей,museum,Пермь
Йеда,cafe,Пермь
Пельмешки без спешки,fast_food,Пермь
Байазет,cafe,Пермь
Цветик-семицветик,artwork,Пермь
Столовая,fast_food,Пермь
KFC,fast_food,Пермь
Охотничий,restaurant,Пермь
Хуторок,cafe,Пермь
Канары,cafe,Пермь
Паровоз 9П-752,attraction,Пермь
Sushki,cafe,Пермь
Севан,cafe,Пермь
Фрегат,cafe,Пермь
Southern Fried Chicken,fast_food,Пермь
Суши-сан,fast_food,Пермь
Viva la pizza,fast_food,Пермь
Цыплята по-английски,fast_food,Пермь
Пермяк — солёные уши,artwork,Пермь
Porta,restaurant,Пермь
Алендвик,fast_food,Пермь
Пермская кухня,cafe,Пермь
Триумф,cafe,Пермь
Живое пиво,pub,Пермь
Арт-объект «Яблоко»,artwork,Пермь
Старый друг,bar,Пермь
Пивная артель,pub,Пермь
Дастистфантастиш,pub,Пермь
Суфра,restaurant,Пермь
Zlatá Husa,restaurant,Пермь
Сцена «Молот»,theatre,Пермь
Омлет столовая,cafe,Пермь
Барс,cafe,Пермь
Островок,cafe,Пермь
Халва,restaurant,Пермь
Нева,restaurant,Пермь
Da Vinci,restaurant,Пермь
Художественное училище,arts_centre,Пермь
Сковородка,fast_food,Пермь
Пермяночка,bar,Пермь
Кочегарка,bar,Пермь
К тёще на блины,fast_food,Пермь
Япона Матрёна,fast_food,Пермь
Крест,attraction,Пермь
Яйцо,artwork,Пермь
Рио,cafe,Пермь
Столовая №29,fast_food,Пермь
Шаверма,fast_food,Пермь
,attraction,Пермь
БлинСити,cafe,Пермь
Серго,mall,Пермь
FreshMix,cafe,Пермь
Трюфель,restaurant,Пермь
Пельмешки да Вареники,fast_food,Пермь
Шоколад,cafe,Пермь
Viva la Pizza,fast_food,Пермь
Муравейник,arts_centre,Пермь
Сказка,cafe,Пермь
Уловка 22,bar,Пермь
Subway,fast_food,Пермь
Разгуляй,mall,Пермь
Привилегия,mall,Пермь
Кама,restaurant,Пермь
Киото,restaurant,Пермь
Дом художника,arts_centre,Пермь
Водопроводчик,artwork,Пермь
Европейский,restaurant,Пермь
Котлеткин дом,cafe,Пермь
Виват-Буфет,fast_food,Пермь
Молоко,nightclub,Пермь
Жу-Жу,cafe,Пермь
Клуб ГУВД им. Ф. Э. Дзержинского,arts_centre,Пермь
Оскар,cafe,Пермь
Сказочная поляна,food_court,Пермь
Горница,fast_food,Пермь
100ловая,restaurant,Пермь
La fleur,cafe,Пермь
Лукоморье,restaurant,Пермь
Пирожковая,cafe,Пермь
Жар-птица,cafe,Пермь
Рис Лапша,cafe,Пермь
Регион,cafe,Пермь
Лангуст,restaurant,Пермь
100ловая,cafe,Пермь
Монтенегро,restaurant,Пермь
Ma Cherie,cafe,Пермь
Блик,cafe,Пермь
Никала Пиросмани,restaurant,Пермь
Валдер,cafe,Пермь
Шеймус,pub,Пермь
Студенческая столовая,fast_food,Пермь
Cup By Cup,cafe,Пермь
Азиза,cafe,Пермь
Хуторок,restaurant,Пермь
Gorkiй,restaurant,Пермь
Золотая рыбка,cafe,Пермь
Уральские посикунчики,cafe,Пермь
Натали,cafe,Пермь
Распутин,restaurant,Пермь
Крепери Франсез,restaurant,Пермь
История,cafe,Пермь
Филин,cafe,Пермь
Лагуна,bar,Пермь
Легенда о Пермском Медведе,artwork,Пермь
К теще на блины,cafe,Пермь
FOUR,restaurant,Пермь
Ле Марш,restaurant,Пермь
Дали,cafe,Пермь
Корица,cafe,Пермь
Восток,cafe,Пермь
Олива,restaurant,Пермь
Sister's Bar,bar,Пермь
Автороллы,fast_food,Пермь
In Vino,restaurant,Пермь
Другое место,cafe,Пермь
Чеширский кот,pub,Пермь
Тары-Бары,cafe,Пермь
Столовая сельхозакадемии,fast_food,Пермь
Нефертити,bar,Пермь
SKAТЁRКА,bar,Пермь
Мафия,cafe,Пермь
У Трофима,cafe,Пермь
Суши Wok,fast_food,Пермь
Жук Скарабей,artwork,Пермь
Кама-река,artwork,Пермь
"Печка - пирожки, пельмени",cafe,Пермь
Casa Mia,restaurant,Пермь
Кофе-terry,cafe,Пермь
Кофе сити,cafe,Пермь
Cairo,cafe,Пермь
Семь ложек,cafe,Пермь
Уми,restaurant,Пермь
Августин,restaurant,Пермь
Улитка,artwork,Пермь
Птица,artwork,Пермь
Иван Семёнов,artwork,Пермь
Кролик,artwork,Пермь
Утка,artwork,Пермь
Central Perk,cafe,Пермь
На подлёте,artwork,Пермь
Столовая № 1,cafe,Пермь
Дягилев,cafe,Пермь
Сакартвело,restaurant,Пермь
Vinorio,bar,Пермь
Нулевой километр,artwork,Пермь
Iberia,cafe,Пермь
Компот,restaurant,Пермь
Руслан,cafe,Пермь
Домашняя кулинария,cafe,Пермь
Пельменная №2,restaurant,Пермь
Столовая Россиянка,cafe,Пермь
Red Cup,cafe,Пермь
Сели Поели,cafe,Пермь
Кофейная чашка,cafe,Пермь
Кофе Сити,cafe,Пермь
Ки Суши,cafe,Пермь
Главбар,bar,Пермь
Вкус странствий,cafe,Пермь
Pari Paris,cafe,Пермь
Занзибар,bar,Пермь
Picasso,cafe,Пермь
Лагман,cafe,Пермь
Блинная сковородка,fast_food,Пермь
Pizzaman,cafe,Пермь
Бухарест,bar,Пермь
Bar&Ton,nightclub,Пермь
FabrikaКухня,restaurant,Пермь
FakMak,nightclub,Пермь
Pasta Grande,restaurant,Пермь
Горный Хрусталь,nightclub,Пермь
Изюминка & Ко,cafe,Пермь
Blanche de Bruxelles,pub,Пермь
Two Look,cafe,Пермь
Пирожковая,fast_food,Пермь
Freud,pub,Пермь
Хинкальная,fast_food,Пермь
,restaurant,Пермь
Лапшичная,cafe,Пермь
Shaurma Gold,fast_food,Пермь
Santabarbara,nightclub,Пермь
Тюльпан,cafe,Пермь
Мангал,cafe,Пермь
Тсуру,restaurant,Пермь
Театр юного зрителя,theatre,Пермь
Арбат,cafe,Пермь
Грис Андерграунд,restaurant,Пермь
Дежавю,restaurant,Пермь
Столоавая Суши Весла,fast_food,Пермь
Vertinsky,cafe,Пермь
Pasternak,cafe,Пермь
Суши весла,restaurant,Пермь
Разгуляй,restaurant,Пермь
Товары Прикамья,mall,Пермь
#ВкусноПросто,fast_food,Пермь
Музей современного искусства «PERMM»,museum,Пермь
Кафешечка,cafe,Пермь
Кондитерский Дом Кофе Сити,cafe,Пермь
Дубай сити,fast_food,Пермь
Архиерейский дом,attraction,Пермь
Благородное собрание,attraction,Пермь
Дом губернатора,attraction,Пермь
Кирилло-Мефодиевское училище,attraction,Пермь
Мариинская женская гимназия,school,Пермь
Спасо-Преображенский кафедральный собор,attraction,Пермь
Церковь Всех Святых,attraction,Пермь
Беляшная,fast_food,Пермь
The Butcher's Daughter,pub,Пермь
Макао,restaurant,Пермь
Виолет Винтаж,cafe,Пермь
Софья,fast_food,Пермь
Виолет Премьер,cafe,Пермь
Стoловая,fast_food,Пермь
Дом-музей «Подпольная типография»,museum,Пермь
Бургер Кинг,fast_food,Пермь
Здание государственного банка,attraction,Пермь
Центральный выставочный зал,arts_centre,Пермь
Пицца Престо,restaurant,Пермь
Кис-Рис,cafe,Пермь
Баракят,restaurant,Пермь
Кафе Баскин Роббинс,cafe,Пермь
"""Новая"" столовая",fast_food,Пермь
диско-бар Коррида,bar,Пермь
Riga,cafe,Пермь
Столовая,cafe,Пермь
"Трус, Балбес и Бывалый",artwork,Пермь
Гала,cafe,Пермь
Старый дворик,cafe,Пермь
Бургер'S,fast_food,Пермь
Coffee Time,cafe,Пермь
Уральские Посикунчики,fast_food,Пермь
Summer Veranda,restaurant,Пермь
Буфет,cafe,Пермь
Молотoff,cafe,Пермь
Пальма,cafe,Пермь
Шаурма,fast_food,Пермь
Spinach,pub,Пермь
Чозкыт керку,cafe,Пермь
Santorini,restaurant,Пермь
Doner-Kebab,fast_food,Пермь
Уральские посикунчики,fast_food,Пермь
Уральские Посикунчики,cafe,Пермь
Арсенал-Техцентр,cafe,Пермь
Время суши,restaurant,Пермь
Златибор,restaurant,Пермь
Бургер-хит,cafe,Пермь
Cappuccino Club,cafe,Пермь
Zачет,cafe,Пермь
Эль-Мун,restaurant,Пермь
Яма,nightclub,Пермь
Гурман,restaurant,Пермь
"Это Бургер, Карл!",fast_food,Пермь
ТЦ Мачта,mall,Пермь
Killfish,bar,Пермь
Пекин,cafe,Пермь
La Vache,fast_food,Пермь
Lemon Tree,cafe,Пермь
One Гоги,restaurant,Пермь
Али Фалафель,fast_food,Пермь
Парк Отель,restaurant,Пермь
Красновъ,mall,Пермь
Рифей,cafe,Пермь
Beer Store,pub,Пермь
Гвоздь,cafe,Пермь
ТЦ Колибри,mall,Пермь
Встреч,cafe,Пермь
Кит на Гайве,mall,Пермь
Дунай,restaurant,Пермь
Experiment #1,bar,Пермь
Кафе,cafe,Пермь
Клуб Галерея Желаний,stripclub,Пермь
Кофейная атмосфера,cafe,Пермь
Kombinat,cafe,Пермь
Улыбка,cafe,Пермь
Smoky dog,bar,Пермь
Тарелка,fast_food,Пермь
Кебаб,fast_food,Пермь
Гараж,cafe,Пермь
Укусносуши,cafe,Пермь
Кофе с собой AMERICA.NO,cafe,Пермь
Изюминка,cafe,Пермь
"Столовая ""Все включено""",cafe,Пермь
Grand Veранда,restaurant,Пермь
Точитос,fast_food,Пермь
Форшмак,restaurant,Пермь
Pizza Pasta,restaurant,Пермь
Биво,pub,Пермь
Вкусно — и точка,fast_food,Пермь
Шаурма room,fast_food,Пермь
Пивная,pub,Пермь
Детский музейный центр и селенитовая комната,museum,Пермь
Фондохранение пермского краеведческого музея,museum,Пермь
Музей кукол,museum,Пермь
Вкус востока,fast_food,Пермь
Sova,fast_food,Пермь
Граффити врачам,artwork,Пермь
Додо Пицца,fast_food,Пермь
Rob Roy,restaurant,Пермь
Классика Жанра,cafe,Пермь
Гироскоп,artwork,Пермь
La Bottega,restaurant,Пермь
Улитка,restaurant,Пермь
Saltus Café,restaurant,Пермь
Зира,restaurant,Пермь
Длинный нос,cafe,Пермь
Лион,fast_food,Пермь
Памятник теплосетям,artwork,Пермь
Женское епархиальное училище,attraction,Пермь
Fresh Market,cafe,Пермь
РомаНальет,pub,Пермь
Дом Культуры,bar,Пермь
100ловая,fast_food,Пермь
Советская столовая,restaurant,Пермь
Марлин,attraction,Пермь
Speakeasy,bar,Пермь
Portofino,cafe,Пермь
Дюже,bar,Пермь
Планета Суши,restaurant,Пермь
IL Патио,restaurant,Пермь
Хлебница,fast_food,Пермь
Шмель,cafe,Пермь
Фрай,cafe,Пермь
Garam Masala,cafe,Пермь
Памятник сердцу,artwork,Пермь
Ангел Камы,artwork,Пермь
Возрождение Камы,artwork,Пермь
И была древняя легенда…,artwork,Пермь
Можжевеловый шум,artwork,Пермь
Медведь Потапка,artwork,Пермь
Помона,artwork,Пермь
Сны,artwork,Пермь
Лакшми кафе,cafe,Пермь
Kebab Life,cafe,Пермь
Event Bar СтудиА,bar,Пермь
РЫНОК ЕДЫ,cafe,Пермь
Дубай,cafe,Пермь
Троллейбус КТГ-2,attraction,Пермь
Трамвай КТМ-1,attraction,Пермь
Часы,artwork,Пермь
Хороший год Tamagne,bar,Пермь
the Hound,bar,Пермь
АртЛайф,pub,Пермь
Coffee Like,cafe,Пермь
Шаверма от души,fast_food,Пермь
"Пекарня ""Шарлотка""",cafe,Пермь
Академия вкуса,fast_food,Пермь
Навруз,fast_food,Пермь
Kampus,cafe,Пермь
Иван Pizza,cafe,Пермь
Иван Pizza,fast_food,Пермь
Шаурмания,fast_food,Пермь
Стеклянный медведь,artwork,Пермь
Shaurma #1,fast_food,Пермь
Андроновские пруды,attraction,Пермь
Old Moose Pub,pub,Пермь
Храм,attraction,Пермь
Bim Bom,cafe,Пермь
One More Beer,pub,Пермь
Кофе муз,cafe,Пермь
Нами,restaurant,Пермь
Музыкальный театр «Орфей»,theatre,Пермь
Ранние пташки,cafe,Пермь
Дом бобра,artwork,Пермь
Pinky Food,cafe,Пермь
Купец,cafe,Пермь
Мята lounge,bar,Пермь
Красота Востока,cafe,Пермь
Malefice Hookah | Кальянная,cafe,Пермь
Транспортно-пусковой контейнер ракеты комплекса РТ-23 УТТХ «Молодец»,attraction,Пермь
Мемориал трудовой и воинской славы,attraction,Пермь
Люди и хрюши,artwork,Пермь
Пермская арт-резиденция,museum,Пермь
Черное озеро,artwork,Пермь
Дом Сказки,attraction,Пермь
Meji,mall,Пермь
Pasta na Dom,restaurant,Пермь
EDA Habibi,fast_food,Пермь
Лавка №1,fast_food,Пермь
Philter,cafe,Пермь
MusicBar22,bar,Пермь
Holiday time,restaurant,Пермь
Моя Еда,restaurant,Пермь
Суши Мастер,cafe,Пермь
DelMar,bar,Пермь
Кладовка,bar,Пермь
Алмед,restaurant,Пермь
Квестим Пермь,attraction,Пермь
Чё,stripclub,Пермь
Чикага,cafe,Пермь
Культ завтраков,cafe,Пермь
Арктик Холл,mall,Пермь
True Speech,bar,Пермь
Велес Mens Lounge,stripclub,Пермь
Shaurma City,fast_food,Пермь
Pan Stepan,cafe,Пермь
Экспресс New Шаурма,fast_food,Пермь
Богема,cafe,Пермь
#кафе,cafe,Пермь
БуШаРо,restaurant,Пермь
Пироговъ,cafe,Пермь
Авто Bento,cafe,Пермь
Burundi,cafe,Пермь
Я Люблю Новобродовский,attraction,Пермь
ШавермаХаус,fast_food,Пермь
Стардогs,fast_food,Пермь
Мангал Хаус,cafe,Пермь
Чайка Суши,cafe,Пермь
,mall,Пермь
Бургер`S,cafe,Пермь
Фритюрница,fast_food,Пермь
Пахлава,cafe,Пермь
,artwork,Пермь
Якорь,cafe,Пермь
Пролетарский кофе - кофе на вынос,cafe,Пермь
Кофе на вынос,cafe,Пермь
Coffee Way,cafe,Пермь
Музей пермских древностей,museum,Пермь
Toropomodoro,cafe,Пермь
ШаурМания,fast_food,Пермь
Наташа,bar,Пермь
Лыжный забор,artwork,Пермь
В контакте,artwork,Пермь
Руки,artwork,Пермь
Farsh,fast_food,Пермь
Царь пицца,cafe,Пермь
Йоши тоши,cafe,Пермь
Kannam Chicken,fast_food,Пермь
The Amber,bar,Пермь
Coffee King,cafe,Пермь
Дом Демидовых,cafe,Пермь
Родина,cinema,Пермь
Do.Bro Coffee,fast_food,Пермь
Shaurma №1,fast_food,Пермь
Happy,cafe,Пермь
Экспедиция,restaurant,Пермь
Лев (животное),artwork,Пермь
Столовая АО «Центральный агроснаб»,fast_food,Пермь
Узбекская кухня,cafe,Пермь
Чайка Zaza,restaurant,Пермь
Каспийский,bar,Пермь
Карин,restaurant,Пермь
TomYumBar,cafe,Пермь
Шаурма не за горами,fast_food,Пермь
Поворот,fast_food,Пермь
"рабочим завода «Красный Октябрь», погибшим в Великой Отечественной войне",attraction,Пермь
Атлантида,cafe,Пермь
В Движении,cafe,Пермь
Billy Milligan,bar,Пермь
Комбинат питания АО «Сорбент»,fast_food,Пермь
Гурманика,fast_food,Пермь
Банкетный зал,restaurant,Пермь
Шаверма-Хаус,fast_food,Пермь
Vita Juice,fast_food,Пермь
Jermuk,cafe,Пермь
Дом,cafe,Пермь
Форрест,cafe,Пермь
Гнездо,cafe,Пермь
The Дым,cafe,Пермь
Вкусное место,cafe,Пермь
Chill Out,cafe,Пермь
Доннер Кебаб,fast_food,Пермь
Brugge,pub,Пермь
Кофе с собой,cafe,Пермь
Gudmen Coffee,cafe,Пермь
Добрая компания,cafe,Пермь
Ланчи-бранчи,cafe,Пермь
Nolan wine&kitchen,bar,Пермь
Кофеin,cafe,Пермь
John,cafe,Пермь
Bourbon,bar,Пермь
Парадная,bar,Пермь
Тот самый бар,bar,Пермь
Дыра,bar,Пермь
Ланчи и бранчи,cafe,Пермь
Вдох,cafe,Пермь
Тепло,cafe,Пермь
Искра и пламя,bar,Пермь
Цех babka,cafe,Пермь
MEDUZA,restaurant,Пермь
Свет,cafe,Пермь
Поток,cafe,Пермь
Farmers coffee,cafe,Пермь
Пельмешки да вареники,fast_food,Пермь
Пельмешки да Вареники Экспресс,fast_food,Пермь
Шуховская башня,artwork,Пермь
BeerLine Разливное,bar,Пермь
Поке-maN,fast_food,Пермь
Суши make,fast_food,Пермь
Суши маке,fast_food,Пермь
Ларена,cafe,Пермь
Калачников Юрий Николаевич,artwork,Пермь
Чибао,fast_food,Пермь
Good news,cafe,Пермь
Креп & Суп,fast_food,Пермь
Столовая на Екатерининской,cafe,Пермь
Столовка,cafe,Пермь
Caramella,cafe,Пермь
Центр городской культуры,museum,Пермь
Кальмар,fast_food,Пермь
Минутка,fast_food,Пермь
Музей Пермской нефти,museum,Пермь
Дом Алексеева,attraction,Пермь
Дом Грацинского,attraction,Пермь
Гранит науки,artwork,Пермь
Граффити,artwork,Пермь
Парад планет,artwork,Пермь
Чудо-дерево,artwork,Пермь
Белый рояль,artwork,Пермь
Томми Фиш,fast_food,Пермь
Медведь. Пермь,artwork,Пермь
Медведь,artwork,Пермь
Нелевой километр дорог Пермского края,artwork,Пермь
Восточный уголок,cafe,Пермь
Наше кафе,cafe,Пермь
Аисты,artwork,Пермь
Сковородка,cafe,Пермь
Пончики,cafe,Пермь
Герой Кузнецов В.И.,artwork,Пермь
Отаку,cafe,Пермь
Перчини,restaurant,Пермь
Францбери,cafe,Пермь
Руки ВВерх! Бар,bar,Пермь
Второй этаж,bar,Пермь
Счастье не за горами,artwork,Пермь
